Row ID,Order ID,Order Date,Order/quarter,OrderMonth,OrderYear,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,IsReturned,Sales,Net Sales,Quantity,Discount,Profit Margin,Profit
7495,US-2014-160836,12/9/2014,3,9,2014,17/9/2014,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",0,"1,556","0,3112",2,"0,8","-13,5","-4,2012"
7901,CA-2014-128363,14/8/2014,3,8,2014,19/8/2014,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109,South,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0,"1,584","1,2672",2,"0,2","0,375","0,4752"
5541,US-2014-150595,23/5/2014,2,5,2014,27/5/2014,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",0,"1,592","0,3184",2,"0,8","-8,25","-2,6268"
262,US-2014-155299,9/6/2014,2,6,2014,13/6/2014,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,0,"1,624","0,3248",2,"0,8","-13,75","-4,466"
5343,US-2011-168501,21/11/2011,4,11,2011,27/11/2011,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,0,"1,632","1,3056",1,"0,2","0,421875","0,5508"
4246,CA-2014-117702,29/11/2014,4,11,2014,5/12/2014,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,0,"1,64","1,64",1,0,"0,45","0,738"
2728,CA-2014-119193,23/12/2014,4,12,2014,25/12/2014,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,0,"1,641","0,4923",1,"0,7","-2,666666667","-1,3128"
6819,CA-2014-163860,29/12/2014,4,12,2014,2/1/2015,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,0,"1,68","0,336",5,"0,8",-8,"-2,688"
62,CA-2013-111682,18/6/2013,2,6,2013,19/6/2013,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1,"1,68",0,1,0,0,"0,84"
8766,CA-2012-107083,21/11/2012,4,11,2012,27/11/2012,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,0,"1,696","0,3392",2,"0,8","-7,5","-2,544"
8980,CA-2012-150413,19/10/2012,4,10,2012,24/10/2012,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,0,"1,72","0,344",1,"0,8","-8,25","-2,838"
8926,CA-2013-168032,30/1/2013,1,1,2013,3/2/2013,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,0,"1,728","0,3456",3,"0,8","-7,75","-2,6784"
8983,CA-2013-110898,7/3/2013,1,3,2013,13/3/2013,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,0,"1,728","0,3456",4,"0,8",-8,"-2,7648"
1225,CA-2013-126004,5/12/2013,4,12,2013,6/12/2013,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,0,"1,728","1,3824",1,"0,2","0,4375","0,6048"
1069,US-2014-139955,29/9/2014,3,9,2014,1/10/2014,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staples,0,"1,744","1,3952",1,"0,2","-0,25","-0,3488"
8318,CA-2014-130904,12/4/2014,2,4,2014,17/4/2014,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,0,"1,752","1,4016",1,"0,2","0,109375","0,1533"
4006,US-2012-168732,10/12/2012,4,12,2012,16/12/2012,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Staples,0,"1,78","1,78",1,0,"0,28","0,4984"
8221,CA-2011-120775,3/10/2011,4,10,2011,7/10/2011,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,0,"1,788","0,3576",3,"0,8","-8,5","-3,0396"
102,CA-2013-158568,30/8/2013,3,8,2013,3/9/2013,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,0,"1,788","0,3576",3,"0,8","-8,5","-3,0396"
3765,CA-2014-125878,26/2/2014,1,2,2014,3/3/2014,Standard Class,MH-18025,Michelle Huthwaite,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,0,"1,788","0,3576",3,"0,8","-8,5","-3,0396"
7792,CA-2013-108364,20/12/2013,4,12,2013,25/12/2013,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,0,"1,8","0,36",5,"0,8",-8,"-2,88"
3416,CA-2013-116540,3/9/2013,3,9,2013,3/9/2013,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,0,"1,81","1,81",1,0,"0,36","0,6516"
5527,CA-2014-166933,25/4/2014,2,4,2014,29/4/2014,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,93101,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,0,"1,81","1,81",1,0,"0,36","0,6516"
4872,CA-2014-164042,24/5/2014,2,5,2014,28/5/2014,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,0,"1,824","1,4592",2,"0,2","0,421875","0,6156"
8716,CA-2014-121678,17/11/2014,4,11,2014,21/11/2014,Second Class,BM-11650,Brian Moss,Corporate,United States,Elyria,Ohio,44035,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,0,"1,824","0,5472",1,"0,7","-2,555555556","-1,3984"
5480,CA-2011-101770,31/3/2011,1,3,2011,4/4/2011,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,0,"1,869","0,5607",1,"0,7","-2,333333333","-1,3083"
7312,CA-2012-162761,9/10/2012,4,10,2012,13/10/2012,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,0,"1,872","0,5616",2,"0,7","-2,333333333","-1,3104"
1202,CA-2013-114727,19/7/2013,3,7,2013,25/7/2013,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1,"1,872",0,3,"0,7",0,"-1,4352"
8184,CA-2014-155642,19/5/2014,2,5,2014,23/5/2014,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,0,"1,892","0,7568",1,"0,6","-1,3125","-0,9933"
6110,CA-2013-150007,12/9/2013,3,9,2013,17/9/2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,0,"1,908","0,3816",3,"0,8","-8,5","-3,2436"
4757,CA-2014-169817,22/9/2014,3,9,2014,26/9/2014,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,0,"1,908","0,5724",2,"0,7","-2,666666667","-1,5264"
4547,CA-2012-126557,12/7/2012,3,7,2012,17/7/2012,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,0,"1,928","0,3856",2,"0,8","-7,75","-2,9884"
7718,CA-2012-149636,6/1/2012,1,1,2012,12/1/2012,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1,"1,938",0,2,"0,7",0,"-1,3566"
2071,CA-2013-146521,22/7/2013,3,7,2013,24/7/2013,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,0,"1,941","0,5823",1,"0,7","-2,222222222","-1,294"
3304,US-2011-159926,18/11/2011,4,11,2011,22/11/2011,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,0,"1,944","0,5832",3,"0,7","-2,444444444","-1,4256"
7068,CA-2013-114209,22/5/2013,2,5,2013,27/5/2013,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0,"1,964","0,3928",2,"0,8","-8,25","-3,2406"
4225,CA-2013-108644,1/10/2013,4,10,2013,4/10/2013,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0,"1,964","0,3928",2,"0,8","-8,25","-3,2406"
9546,CA-2011-166590,29/10/2011,4,10,2011,2/11/2011,Standard Class,NC-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,0,"1,98","1,98",2,0,"0,45","0,891"
7991,US-2013-117793,24/8/2013,3,8,2013,30/8/2013,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,0,"1,98","1,98",2,0,"0,45","0,891"
3770,CA-2011-153913,16/12/2011,4,12,2011,20/12/2011,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",0,"1,984","1,5872",2,"0,2","0,421875","0,6696"
1359,CA-2014-160045,27/4/2014,2,4,2014,28/4/2014,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",0,"1,988","0,7952",1,"0,6","-1,8125","-1,4413"
4188,CA-2014-112536,19/5/2014,2,5,2014,24/5/2014,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",0,"1,996","0,3992",1,"0,8","-8,25","-3,2934"
1451,US-2012-160150,19/7/2012,3,7,2012,20/7/2012,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,0,"2,025","0,6075",1,"0,7","-2,222222222","-1,35"
3334,CA-2014-122595,15/12/2014,4,12,2014,21/12/2014,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",0,"2,032","0,8128",1,"0,6","-1,625","-1,3208"
9390,US-2014-127292,20/1/2014,1,1,2014,24/1/2014,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,05408,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,0,"2,04","2,04",1,0,"0,47","0,9588"
8444,US-2013-155173,7/3/2013,1,3,2013,11/3/2013,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0,"2,043","0,6129",1,"0,7","-2,444444444","-1,4982"
5441,US-2014-153633,14/11/2014,4,11,2014,19/11/2014,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,0,"2,064","1,6512",1,"0,2","0,09375","0,1548"
6056,CA-2013-113551,19/8/2013,3,8,2013,21/8/2013,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,78539,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,0,"2,068","0,4136",1,"0,8","-8,25","-3,4122"
5175,CA-2014-106432,20/10/2014,4,10,2014,25/10/2014,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",0,"2,072","0,4144",2,"0,8","-8,5","-3,5224"
281,US-2012-161991,26/9/2012,3,9,2012,28/9/2012,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,0,"2,08","0,416",5,"0,8","-8,25","-3,432"
6086,US-2013-132577,23/11/2013,4,11,2013,28/11/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,77095,Central,OFF-LA-10000262,Office Supplies,Labels,Avery 494,0,"2,088","1,6704",1,"0,2","0,40625","0,6786"
9809,CA-2014-145093,22/7/2014,3,7,2014,27/7/2014,Standard Class,PT-19090,Pete Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",0,"2,112","0,4224",2,"0,8",-8,"-3,3792"
4436,CA-2013-163398,4/5/2013,2,5,2013,9/5/2013,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,0,"2,182","0,4364",1,"0,8","-8,25","-3,6003"
226,CA-2012-163055,9/8/2012,3,8,2012,16/8/2012,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",0,"2,2","2,2",1,0,"0,44","0,968"
